time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Concurrent GC.count,Jvm:G1 Concurrent GC.time,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2024-02-12T13:21:11Z,161,0,0,0,0,0,7352916,1467,4207027,0,0,0,0,0,0,14163,0,0,0,0,0,0,0,218,5,0,111,1,5,8272,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,130088472,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13537,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:22:11Z,161,0,0,0,0,0,7502012,1467,4356123,0,0,0,0,0,0,13981,0,0,0,0,0,0,0,227,5,0,116,1,5,8011,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,298763312,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13440,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:23:11Z,161,0,0,0,0,0,7624212,1467,4478323,0,0,0,0,0,0,14180,0,0,0,0,0,0,0,231,5,0,119,1,5,8432,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,315720096,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13728,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:24:11Z,161,0,0,0,0,0,7791164,1467,4645275,0,0,0,0,0,0,13470,0,0,0,0,0,0,0,241,5,0,123,1,5,7694,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,249927536,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12858,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:25:11Z,161,0,0,0,0,0,7892628,1467,4746739,0,0,0,0,0,0,14095,0,0,0,0,0,0,0,245,7,0,127,1,6,8555,0,0,0,0,0, ,0,0,0,0,0,0,58,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,183128008,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,13670,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:26:11Z,161,0,0,0,0,0,7940372,1467,4794483,0,0,0,0,0,0,13126,0,0,0,0,0,0,0,246,7,0,127,1,6,8360,0,0,0,0,0, ,0,0,0,0,0,0,202,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,208488808,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,12736,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:27:11Z,161,0,0,0,0,0,8127436,1467,4981547,0,0,0,0,0,0,12917,0,0,0,0,0,0,0,260,7,0,133,1,6,7693,0,0,0,0,0, ,0,0,0,0,0,0,524,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,91547192,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,11879,0,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:28:11Z,161,0,0,0,0,0,8508356,1467,5362467,0,0,0,0,0,0,13592,0,0,0,0,0,0,0,284,9,0,146,1,7,6933,0,0,0,0,0, ,0,0,0,0,0,0,3837,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,302731968,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,11705,0,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:29:11Z,161,0,0,0,0,0,8807468,1467,5661579,0,0,0,0,0,0,13951,0,0,0,0,0,0,0,303,9,0,156,1,7,6771,0,0,0,0,0, ,0,0,0,0,0,0,13941,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,119182232,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,12315,0,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:30:11Z,161,0,0,0,0,0,9098612,1467,5952723,0,0,0,0,0,0,14046,0,0,0,0,0,0,0,318,9,0,164,1,7,6691,0,0,0,0,0, ,0,0,0,0,0,0,14041,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,358444272,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,12744,0,1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:31:11Z,161,0,0,0,0,0,9453364,1467,6307475,0,0,0,0,0,0,14614,0,0,0,0,0,0,0,338,9,0,175,1,7,6498,0,0,0,0,0, ,0,0,0,0,0,0,14611,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,272330728,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,13035,0,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:32:11Z,161,0,0,0,0,0,9713180,1467,6567291,0,0,0,0,0,0,13814,0,0,0,0,0,0,0,352,10,0,185,1,7,6940,0,0,0,0,0, ,0,0,0,0,0,0,13814,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,72443936,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12730,0,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:33:11Z,161,0,0,0,0,0,9922852,1467,6776963,0,0,0,0,0,0,13537,0,0,0,0,0,0,0,364,10,0,191,1,7,6917,0,0,0,0,0, ,0,0,0,0,0,0,13534,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,166150592,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,12606,0,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:34:11Z,161,0,0,0,0,0,10086412,1467,6940523,0,0,0,0,0,0,13095,0,0,0,0,0,0,0,373,10,0,197,1,7,6970,0,0,0,0,0, ,0,0,0,0,0,0,13095,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,284802200,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12356,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:35:11Z,161,0,0,0,0,0,10211036,1467,7065147,0,0,0,0,0,0,12790,0,0,0,0,0,0,0,378,10,0,200,1,7,7512,0,0,0,0,0, ,0,0,0,0,0,0,12790,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,185063200,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12297,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:36:11Z,161,0,0,0,0,0,10370932,1467,7225043,0,0,0,0,0,0,13122,0,0,0,0,0,0,0,387,10,0,205,1,7,7524,0,0,0,0,0, ,0,0,0,0,0,0,13122,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,318137704,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12557,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:37:11Z,161,0,0,0,0,0,10878980,1467,7733091,0,0,0,0,0,0,19155,0,0,0,0,0,0,0,423,10,0,222,1,7,9587,0,0,0,0,0, ,0,0,0,0,0,0,19152,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,58,253348328,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,16714,0,2394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:38:11Z,161,0,0,0,0,0,11217212,1467,8071323,0,0,0,0,0,0,14789,0,0,0,0,0,0,0,444,10,0,233,1,7,7371,0,0,0,0,0, ,0,0,0,0,0,0,14789,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,338924848,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13428,0,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:39:11Z,161,0,0,0,0,0,11400612,1467,8254723,0,0,0,0,0,0,13960,0,0,0,0,0,0,0,454,10,0,238,1,7,7102,0,0,0,0,0, ,0,0,0,0,0,0,13950,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,37,200932376,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,12938,0,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:40:11Z,161,0,0,0,0,0,11942724,1467,8796835,0,0,0,0,0,0,16256,0,0,0,0,0,0,0,482,12,0,254,1,7,6745,0,0,0,0,0, ,0,0,0,0,0,0,16253,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,40,60512776,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,14155,0,2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:41:11Z,161,0,0,0,0,0,12065140,1467,8919251,0,0,0,0,0,0,12871,0,0,0,0,0,0,0,488,12,0,256,1,7,6834,0,0,0,0,0, ,0,0,0,0,0,0,12864,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,121077880,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,12251,0,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:42:11Z,161,0,0,0,0,0,12151980,1467,9006091,0,0,0,0,0,0,12344,0,0,0,0,0,0,0,491,12,0,258,1,7,6608,0,0,0,0,0, ,0,0,0,0,0,0,12338,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,37,221449032,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,11849,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:43:11Z,161,0,0,0,0,0,12250924,1467,9105035,0,0,0,0,0,0,12553,0,0,0,0,0,0,0,496,12,0,261,1,7,6563,0,0,0,0,0, ,0,0,0,0,0,0,12549,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,39,272624816,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,12051,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:44:11Z,161,0,0,0,0,0,12347484,1467,9201595,0,0,0,0,0,0,12599,0,0,0,0,0,0,0,499,12,0,263,1,7,6635,0,0,0,0,0, ,0,0,0,0,0,0,12596,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,51,266199232,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,12161,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:45:11Z,161,0,0,0,0,0,12412404,1467,9266515,0,0,0,0,0,0,13002,0,0,0,0,0,0,0,501,12,0,263,1,7,6777,0,0,0,0,0, ,0,0,0,0,0,0,13002,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,47,284500320,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12713,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:46:11Z,161,0,0,0,0,0,12468412,1467,9322523,0,0,0,0,0,0,12896,0,0,0,0,0,0,0,503,12,0,263,1,7,6841,0,0,0,0,0, ,0,0,0,0,0,0,12896,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,66,134233176,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12644,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:47:11Z,161,0,0,0,0,0,12519708,1467,9373819,0,0,0,0,0,0,13272,0,0,0,0,0,0,0,503,12,0,263,1,7,7033,0,0,0,0,0, ,0,0,0,0,0,0,13272,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,48,335652864,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13014,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:48:11Z,161,0,0,0,0,0,12574740,1467,9428851,0,0,0,0,0,0,11990,0,0,0,0,0,0,0,508,12,0,263,1,7,6385,0,0,0,0,0, ,0,0,0,0,0,0,11990,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,63,225007336,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11762,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-12T13:49:11Z,161,0,0,0,0,0,12632956,1467,9487067,0,0,0,0,0,0,12889,0,0,0,0,0,0,0,515,12,0,263,1,7,6840,0,0,0,0,0, ,0,0,0,0,0,0,12889,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707742871284,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,65,129486912,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12674,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
